participant_id,timestamp,age,musical_experience,plays_instrument,sings_in_choir,uses_ai_weekly,confidence_before,confidence_after,difficulty,free_feedback,stimulus,response,correct,correct_response,rt,training
e5258291-adb0-4836-96ef-3b394e48b230,2026-05-13T13-35-31-230Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,"Ich kenne die Bachchoräle zwar nicht super gut, aber die Aufgabe ist glaube ich auch wenn man sie kennen würde sehr anspruchsvoll, da vergleichsweise kurze Ausschnitte gezeigt werden und man m.E. nach KI-Kompositionen an einer mangelnden ""großen Linie"" erkennen kann",data/A/output39-6.wav,m,x,FALSE,15229,FALSE
e5258291-adb0-4836-96ef-3b394e48b230,2026-05-13T13-35-31-230Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,"Ich kenne die Bachchoräle zwar nicht super gut, aber die Aufgabe ist glaube ich auch wenn man sie kennen würde sehr anspruchsvoll, da vergleichsweise kurze Ausschnitte gezeigt werden und man m.E. nach KI-Kompositionen an einer mangelnden ""großen Linie"" erkennen kann",data/A/output19-1.wav,x,x,TRUE,10040,FALSE
e5258291-adb0-4836-96ef-3b394e48b230,2026-05-13T13-35-31-230Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,"Ich kenne die Bachchoräle zwar nicht super gut, aber die Aufgabe ist glaube ich auch wenn man sie kennen würde sehr anspruchsvoll, da vergleichsweise kurze Ausschnitte gezeigt werden und man m.E. nach KI-Kompositionen an einer mangelnden ""großen Linie"" erkennen kann",data/H/148.6-6.wav,x,m,FALSE,13189,FALSE
e5258291-adb0-4836-96ef-3b394e48b230,2026-05-13T13-35-31-230Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,"Ich kenne die Bachchoräle zwar nicht super gut, aber die Aufgabe ist glaube ich auch wenn man sie kennen würde sehr anspruchsvoll, da vergleichsweise kurze Ausschnitte gezeigt werden und man m.E. nach KI-Kompositionen an einer mangelnden ""großen Linie"" erkennen kann",data/A/output31-5.wav,x,x,TRUE,13000,FALSE
e5258291-adb0-4836-96ef-3b394e48b230,2026-05-13T13-35-31-230Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,"Ich kenne die Bachchoräle zwar nicht super gut, aber die Aufgabe ist glaube ich auch wenn man sie kennen würde sehr anspruchsvoll, da vergleichsweise kurze Ausschnitte gezeigt werden und man m.E. nach KI-Kompositionen an einer mangelnden ""großen Linie"" erkennen kann",data/A/output21-1.wav,x,x,TRUE,13871,FALSE
e5258291-adb0-4836-96ef-3b394e48b230,2026-05-13T13-35-31-230Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,"Ich kenne die Bachchoräle zwar nicht super gut, aber die Aufgabe ist glaube ich auch wenn man sie kennen würde sehr anspruchsvoll, da vergleichsweise kurze Ausschnitte gezeigt werden und man m.E. nach KI-Kompositionen an einer mangelnden ""großen Linie"" erkennen kann",data/H/292-2.wav,m,m,TRUE,7651,FALSE
e5258291-adb0-4836-96ef-3b394e48b230,2026-05-13T13-35-31-230Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,"Ich kenne die Bachchoräle zwar nicht super gut, aber die Aufgabe ist glaube ich auch wenn man sie kennen würde sehr anspruchsvoll, da vergleichsweise kurze Ausschnitte gezeigt werden und man m.E. nach KI-Kompositionen an einer mangelnden ""großen Linie"" erkennen kann",data/A/output26-4.wav,m,x,FALSE,8559,FALSE
e5258291-adb0-4836-96ef-3b394e48b230,2026-05-13T13-35-31-230Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,"Ich kenne die Bachchoräle zwar nicht super gut, aber die Aufgabe ist glaube ich auch wenn man sie kennen würde sehr anspruchsvoll, da vergleichsweise kurze Ausschnitte gezeigt werden und man m.E. nach KI-Kompositionen an einer mangelnden ""großen Linie"" erkennen kann",data/H/276-8.wav,x,m,FALSE,9041,FALSE
e5258291-adb0-4836-96ef-3b394e48b230,2026-05-13T13-35-31-230Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,"Ich kenne die Bachchoräle zwar nicht super gut, aber die Aufgabe ist glaube ich auch wenn man sie kennen würde sehr anspruchsvoll, da vergleichsweise kurze Ausschnitte gezeigt werden und man m.E. nach KI-Kompositionen an einer mangelnden ""großen Linie"" erkennen kann",data/A/output3-3.wav,m,x,FALSE,10498,FALSE
e5258291-adb0-4836-96ef-3b394e48b230,2026-05-13T13-35-31-230Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,"Ich kenne die Bachchoräle zwar nicht super gut, aber die Aufgabe ist glaube ich auch wenn man sie kennen würde sehr anspruchsvoll, da vergleichsweise kurze Ausschnitte gezeigt werden und man m.E. nach KI-Kompositionen an einer mangelnden ""großen Linie"" erkennen kann",data/A/output14-6.wav,x,x,TRUE,7541,FALSE
49e8cb9f-00a0-4469-b2e6-33b7c420825b,2026-05-13T13-45-02-945Z,18,sehr unerfahren,nein,nein,ja,sehr unsicher,sehr unsicher,sehr schwer,"sehr interessant, super",data/H/283-7.wav,m,m,TRUE,8181,FALSE
49e8cb9f-00a0-4469-b2e6-33b7c420825b,2026-05-13T13-45-02-945Z,18,sehr unerfahren,nein,nein,ja,sehr unsicher,sehr unsicher,sehr schwer,"sehr interessant, super",data/A/output39-6.wav,x,x,TRUE,3829,FALSE
49e8cb9f-00a0-4469-b2e6-33b7c420825b,2026-05-13T13-45-02-945Z,18,sehr unerfahren,nein,nein,ja,sehr unsicher,sehr unsicher,sehr schwer,"sehr interessant, super",data/H/122.6-4.wav,m,m,TRUE,11949,FALSE
49e8cb9f-00a0-4469-b2e6-33b7c420825b,2026-05-13T13-45-02-945Z,18,sehr unerfahren,nein,nein,ja,sehr unsicher,sehr unsicher,sehr schwer,"sehr interessant, super",data/A/output21-1.wav,m,x,FALSE,22280,FALSE
49e8cb9f-00a0-4469-b2e6-33b7c420825b,2026-05-13T13-45-02-945Z,18,sehr unerfahren,nein,nein,ja,sehr unsicher,sehr unsicher,sehr schwer,"sehr interessant, super",data/A/output3-3.wav,x,x,TRUE,12051,FALSE
49e8cb9f-00a0-4469-b2e6-33b7c420825b,2026-05-13T13-45-02-945Z,18,sehr unerfahren,nein,nein,ja,sehr unsicher,sehr unsicher,sehr schwer,"sehr interessant, super",data/H/292-2.wav,m,m,TRUE,8048,FALSE
49e8cb9f-00a0-4469-b2e6-33b7c420825b,2026-05-13T13-45-02-945Z,18,sehr unerfahren,nein,nein,ja,sehr unsicher,sehr unsicher,sehr schwer,"sehr interessant, super",data/A/output48-2.wav,m,x,FALSE,7301,FALSE
49e8cb9f-00a0-4469-b2e6-33b7c420825b,2026-05-13T13-45-02-945Z,18,sehr unerfahren,nein,nein,ja,sehr unsicher,sehr unsicher,sehr schwer,"sehr interessant, super",data/H/290-2.wav,m,m,TRUE,10688,FALSE
49e8cb9f-00a0-4469-b2e6-33b7c420825b,2026-05-13T13-45-02-945Z,18,sehr unerfahren,nein,nein,ja,sehr unsicher,sehr unsicher,sehr schwer,"sehr interessant, super",data/A/output14-6.wav,m,x,FALSE,13021,FALSE
49e8cb9f-00a0-4469-b2e6-33b7c420825b,2026-05-13T13-45-02-945Z,18,sehr unerfahren,nein,nein,ja,sehr unsicher,sehr unsicher,sehr schwer,"sehr interessant, super",data/H/256-5.wav,x,m,FALSE,10739,FALSE
49e8cb9f-00a0-4469-b2e6-33b7c420825b,2026-05-13T13-45-02-945Z,18,sehr unerfahren,nein,nein,ja,sehr unsicher,sehr unsicher,sehr schwer,"sehr interessant, super",data/H/244.15-6.wav,x,m,FALSE,7240,FALSE
49e8cb9f-00a0-4469-b2e6-33b7c420825b,2026-05-13T13-45-02-945Z,18,sehr unerfahren,nein,nein,ja,sehr unsicher,sehr unsicher,sehr schwer,"sehr interessant, super",data/H/276-8.wav,x,m,FALSE,9000,FALSE
49e8cb9f-00a0-4469-b2e6-33b7c420825b,2026-05-13T13-45-02-945Z,18,sehr unerfahren,nein,nein,ja,sehr unsicher,sehr unsicher,sehr schwer,"sehr interessant, super",data/A/output16-1.wav,m,x,FALSE,8800,FALSE
49e8cb9f-00a0-4469-b2e6-33b7c420825b,2026-05-13T13-45-02-945Z,18,sehr unerfahren,nein,nein,ja,sehr unsicher,sehr unsicher,sehr schwer,"sehr interessant, super",data/A/output26-4.wav,m,x,FALSE,9139,FALSE
49e8cb9f-00a0-4469-b2e6-33b7c420825b,2026-05-13T13-45-02-945Z,18,sehr unerfahren,nein,nein,ja,sehr unsicher,sehr unsicher,sehr schwer,"sehr interessant, super",data/A/output19-1.wav,m,x,FALSE,8840,FALSE
49e8cb9f-00a0-4469-b2e6-33b7c420825b,2026-05-13T13-45-02-945Z,18,sehr unerfahren,nein,nein,ja,sehr unsicher,sehr unsicher,sehr schwer,"sehr interessant, super",data/A/output10-6.wav,x,x,TRUE,14189,FALSE
49e8cb9f-00a0-4469-b2e6-33b7c420825b,2026-05-13T13-45-02-945Z,18,sehr unerfahren,nein,nein,ja,sehr unsicher,sehr unsicher,sehr schwer,"sehr interessant, super",data/A/output28-2.wav,m,x,FALSE,13720,FALSE
49e8cb9f-00a0-4469-b2e6-33b7c420825b,2026-05-13T13-45-02-945Z,18,sehr unerfahren,nein,nein,ja,sehr unsicher,sehr unsicher,sehr schwer,"sehr interessant, super",data/H/153.5-3.wav,x,m,FALSE,8560,FALSE
49e8cb9f-00a0-4469-b2e6-33b7c420825b,2026-05-13T13-45-02-945Z,18,sehr unerfahren,nein,nein,ja,sehr unsicher,sehr unsicher,sehr schwer,"sehr interessant, super",data/H/175.5-5.wav,x,m,FALSE,7949,FALSE
49e8cb9f-00a0-4469-b2e6-33b7c420825b,2026-05-13T13-45-02-945Z,18,sehr unerfahren,nein,nein,ja,sehr unsicher,sehr unsicher,sehr schwer,"sehr interessant, super",data/H/227.11-5.wav,m,m,TRUE,9701,FALSE
fe0f99d8-d9a8-4eed-b1bc-7d638725aa63,2026-05-13T14-56-55-653Z,52,erfahren,ja,ja,ja,unsicher,sehr unsicher,sehr schwer,"Es war eine sehr interessante Erfahrung, weil ich gemerkt habe, wie verdammt schwer es für mich ist, KI-Kompositionen von menschlichen Kompositionen zu unterscheiden. ",data/H/175.5-5.wav,x,m,FALSE,7731,FALSE
fe0f99d8-d9a8-4eed-b1bc-7d638725aa63,2026-05-13T14-56-55-653Z,52,erfahren,ja,ja,ja,unsicher,sehr unsicher,sehr schwer,"Es war eine sehr interessante Erfahrung, weil ich gemerkt habe, wie verdammt schwer es für mich ist, KI-Kompositionen von menschlichen Kompositionen zu unterscheiden. ",data/A/output10-6.wav,x,x,TRUE,4789,FALSE
fe0f99d8-d9a8-4eed-b1bc-7d638725aa63,2026-05-13T14-56-55-653Z,52,erfahren,ja,ja,ja,unsicher,sehr unsicher,sehr schwer,"Es war eine sehr interessante Erfahrung, weil ich gemerkt habe, wie verdammt schwer es für mich ist, KI-Kompositionen von menschlichen Kompositionen zu unterscheiden. ",data/H/290-2.wav,x,m,FALSE,4120,FALSE
fe0f99d8-d9a8-4eed-b1bc-7d638725aa63,2026-05-13T14-56-55-653Z,52,erfahren,ja,ja,ja,unsicher,sehr unsicher,sehr schwer,"Es war eine sehr interessante Erfahrung, weil ich gemerkt habe, wie verdammt schwer es für mich ist, KI-Kompositionen von menschlichen Kompositionen zu unterscheiden. ",data/H/283-7.wav,m,m,TRUE,2392,FALSE
fe0f99d8-d9a8-4eed-b1bc-7d638725aa63,2026-05-13T14-56-55-653Z,52,erfahren,ja,ja,ja,unsicher,sehr unsicher,sehr schwer,"Es war eine sehr interessante Erfahrung, weil ich gemerkt habe, wie verdammt schwer es für mich ist, KI-Kompositionen von menschlichen Kompositionen zu unterscheiden. ",data/H/153.5-3.wav,m,m,TRUE,8549,FALSE
fe0f99d8-d9a8-4eed-b1bc-7d638725aa63,2026-05-13T14-56-55-653Z,52,erfahren,ja,ja,ja,unsicher,sehr unsicher,sehr schwer,"Es war eine sehr interessante Erfahrung, weil ich gemerkt habe, wie verdammt schwer es für mich ist, KI-Kompositionen von menschlichen Kompositionen zu unterscheiden. ",data/H/256-5.wav,m,m,TRUE,5280,FALSE
fe0f99d8-d9a8-4eed-b1bc-7d638725aa63,2026-05-13T14-56-55-653Z,52,erfahren,ja,ja,ja,unsicher,sehr unsicher,sehr schwer,"Es war eine sehr interessante Erfahrung, weil ich gemerkt habe, wie verdammt schwer es für mich ist, KI-Kompositionen von menschlichen Kompositionen zu unterscheiden. ",data/A/output39-6.wav,m,x,FALSE,5411,FALSE
fe0f99d8-d9a8-4eed-b1bc-7d638725aa63,2026-05-13T14-56-55-653Z,52,erfahren,ja,ja,ja,unsicher,sehr unsicher,sehr schwer,"Es war eine sehr interessante Erfahrung, weil ich gemerkt habe, wie verdammt schwer es für mich ist, KI-Kompositionen von menschlichen Kompositionen zu unterscheiden. ",data/H/292-2.wav,x,m,FALSE,5651,FALSE
fe0f99d8-d9a8-4eed-b1bc-7d638725aa63,2026-05-13T14-56-55-653Z,52,erfahren,ja,ja,ja,unsicher,sehr unsicher,sehr schwer,"Es war eine sehr interessante Erfahrung, weil ich gemerkt habe, wie verdammt schwer es für mich ist, KI-Kompositionen von menschlichen Kompositionen zu unterscheiden. ",data/H/244.15-6.wav,x,m,FALSE,6141,FALSE
fe0f99d8-d9a8-4eed-b1bc-7d638725aa63,2026-05-13T14-56-55-653Z,52,erfahren,ja,ja,ja,unsicher,sehr unsicher,sehr schwer,"Es war eine sehr interessante Erfahrung, weil ich gemerkt habe, wie verdammt schwer es für mich ist, KI-Kompositionen von menschlichen Kompositionen zu unterscheiden. ",data/A/output28-2.wav,m,x,FALSE,12440,FALSE
fe0f99d8-d9a8-4eed-b1bc-7d638725aa63,2026-05-13T14-56-55-653Z,52,erfahren,ja,ja,ja,unsicher,sehr unsicher,sehr schwer,"Es war eine sehr interessante Erfahrung, weil ich gemerkt habe, wie verdammt schwer es für mich ist, KI-Kompositionen von menschlichen Kompositionen zu unterscheiden. ",data/H/148.6-6.wav,m,m,TRUE,6019,FALSE
fe0f99d8-d9a8-4eed-b1bc-7d638725aa63,2026-05-13T14-56-55-653Z,52,erfahren,ja,ja,ja,unsicher,sehr unsicher,sehr schwer,"Es war eine sehr interessante Erfahrung, weil ich gemerkt habe, wie verdammt schwer es für mich ist, KI-Kompositionen von menschlichen Kompositionen zu unterscheiden. ",data/A/output26-4.wav,x,x,TRUE,4469,FALSE
fe0f99d8-d9a8-4eed-b1bc-7d638725aa63,2026-05-13T14-56-55-653Z,52,erfahren,ja,ja,ja,unsicher,sehr unsicher,sehr schwer,"Es war eine sehr interessante Erfahrung, weil ich gemerkt habe, wie verdammt schwer es für mich ist, KI-Kompositionen von menschlichen Kompositionen zu unterscheiden. ",data/A/output21-1.wav,m,x,FALSE,6101,FALSE
fe0f99d8-d9a8-4eed-b1bc-7d638725aa63,2026-05-13T14-56-55-653Z,52,erfahren,ja,ja,ja,unsicher,sehr unsicher,sehr schwer,"Es war eine sehr interessante Erfahrung, weil ich gemerkt habe, wie verdammt schwer es für mich ist, KI-Kompositionen von menschlichen Kompositionen zu unterscheiden. ",data/A/output19-1.wav,x,x,TRUE,2480,FALSE
fe0f99d8-d9a8-4eed-b1bc-7d638725aa63,2026-05-13T14-56-55-653Z,52,erfahren,ja,ja,ja,unsicher,sehr unsicher,sehr schwer,"Es war eine sehr interessante Erfahrung, weil ich gemerkt habe, wie verdammt schwer es für mich ist, KI-Kompositionen von menschlichen Kompositionen zu unterscheiden. ",data/H/122.6-4.wav,x,m,FALSE,6088,FALSE
fe0f99d8-d9a8-4eed-b1bc-7d638725aa63,2026-05-13T14-56-55-653Z,52,erfahren,ja,ja,ja,unsicher,sehr unsicher,sehr schwer,"Es war eine sehr interessante Erfahrung, weil ich gemerkt habe, wie verdammt schwer es für mich ist, KI-Kompositionen von menschlichen Kompositionen zu unterscheiden. ",data/A/output48-2.wav,m,x,FALSE,1309,FALSE
fe0f99d8-d9a8-4eed-b1bc-7d638725aa63,2026-05-13T14-56-55-653Z,52,erfahren,ja,ja,ja,unsicher,sehr unsicher,sehr schwer,"Es war eine sehr interessante Erfahrung, weil ich gemerkt habe, wie verdammt schwer es für mich ist, KI-Kompositionen von menschlichen Kompositionen zu unterscheiden. ",data/A/output31-5.wav,x,x,TRUE,469,FALSE
fe0f99d8-d9a8-4eed-b1bc-7d638725aa63,2026-05-13T14-56-55-653Z,52,erfahren,ja,ja,ja,unsicher,sehr unsicher,sehr schwer,"Es war eine sehr interessante Erfahrung, weil ich gemerkt habe, wie verdammt schwer es für mich ist, KI-Kompositionen von menschlichen Kompositionen zu unterscheiden. ",data/H/227.11-5.wav,m,m,TRUE,912,FALSE
fe0f99d8-d9a8-4eed-b1bc-7d638725aa63,2026-05-13T14-56-55-653Z,52,erfahren,ja,ja,ja,unsicher,sehr unsicher,sehr schwer,"Es war eine sehr interessante Erfahrung, weil ich gemerkt habe, wie verdammt schwer es für mich ist, KI-Kompositionen von menschlichen Kompositionen zu unterscheiden. ",data/A/output16-1.wav,m,x,FALSE,2299,FALSE
fe0f99d8-d9a8-4eed-b1bc-7d638725aa63,2026-05-13T14-56-55-653Z,52,erfahren,ja,ja,ja,unsicher,sehr unsicher,sehr schwer,"Es war eine sehr interessante Erfahrung, weil ich gemerkt habe, wie verdammt schwer es für mich ist, KI-Kompositionen von menschlichen Kompositionen zu unterscheiden. ",data/A/output14-6.wav,m,x,FALSE,4939,FALSE
697ec336-fe2e-419f-8200-408a6bc1c7b2,2026-05-13T15-11-24-970Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,Schwieriger als Gedacht bei vielen hatte ich wirklich keine Ahnung gutes Quiz ,data/H/244.15-6.wav,m,m,TRUE,3819,FALSE
697ec336-fe2e-419f-8200-408a6bc1c7b2,2026-05-13T15-11-24-970Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,Schwieriger als Gedacht bei vielen hatte ich wirklich keine Ahnung gutes Quiz ,data/A/output3-3.wav,x,x,TRUE,6072,FALSE
697ec336-fe2e-419f-8200-408a6bc1c7b2,2026-05-13T15-11-24-970Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,Schwieriger als Gedacht bei vielen hatte ich wirklich keine Ahnung gutes Quiz ,data/A/output28-2.wav,x,x,TRUE,5941,FALSE
697ec336-fe2e-419f-8200-408a6bc1c7b2,2026-05-13T15-11-24-970Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,Schwieriger als Gedacht bei vielen hatte ich wirklich keine Ahnung gutes Quiz ,data/H/276-8.wav,m,m,TRUE,2829,FALSE
697ec336-fe2e-419f-8200-408a6bc1c7b2,2026-05-13T15-11-24-970Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,Schwieriger als Gedacht bei vielen hatte ich wirklich keine Ahnung gutes Quiz ,data/H/148.6-6.wav,m,m,TRUE,11832,FALSE
697ec336-fe2e-419f-8200-408a6bc1c7b2,2026-05-13T15-11-24-970Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,Schwieriger als Gedacht bei vielen hatte ich wirklich keine Ahnung gutes Quiz ,data/H/153.5-3.wav,x,m,FALSE,5509,FALSE
697ec336-fe2e-419f-8200-408a6bc1c7b2,2026-05-13T15-11-24-970Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,Schwieriger als Gedacht bei vielen hatte ich wirklich keine Ahnung gutes Quiz ,data/H/290-2.wav,x,m,FALSE,4960,FALSE
697ec336-fe2e-419f-8200-408a6bc1c7b2,2026-05-13T15-11-24-970Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,Schwieriger als Gedacht bei vielen hatte ich wirklich keine Ahnung gutes Quiz ,data/A/output48-2.wav,m,x,FALSE,4579,FALSE
697ec336-fe2e-419f-8200-408a6bc1c7b2,2026-05-13T15-11-24-970Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,Schwieriger als Gedacht bei vielen hatte ich wirklich keine Ahnung gutes Quiz ,data/A/output31-5.wav,m,x,FALSE,6688,FALSE
697ec336-fe2e-419f-8200-408a6bc1c7b2,2026-05-13T15-11-24-970Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,Schwieriger als Gedacht bei vielen hatte ich wirklich keine Ahnung gutes Quiz ,data/A/output39-6.wav,x,x,TRUE,8811,FALSE
697ec336-fe2e-419f-8200-408a6bc1c7b2,2026-05-13T15-11-24-970Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,Schwieriger als Gedacht bei vielen hatte ich wirklich keine Ahnung gutes Quiz ,data/H/256-5.wav,m,m,TRUE,3869,FALSE
697ec336-fe2e-419f-8200-408a6bc1c7b2,2026-05-13T15-11-24-970Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,Schwieriger als Gedacht bei vielen hatte ich wirklich keine Ahnung gutes Quiz ,data/A/output19-1.wav,x,x,TRUE,4280,FALSE
697ec336-fe2e-419f-8200-408a6bc1c7b2,2026-05-13T15-11-24-970Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,Schwieriger als Gedacht bei vielen hatte ich wirklich keine Ahnung gutes Quiz ,data/H/292-2.wav,m,m,TRUE,4400,FALSE
697ec336-fe2e-419f-8200-408a6bc1c7b2,2026-05-13T15-11-24-970Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,Schwieriger als Gedacht bei vielen hatte ich wirklich keine Ahnung gutes Quiz ,data/A/output14-6.wav,m,x,FALSE,7971,FALSE
697ec336-fe2e-419f-8200-408a6bc1c7b2,2026-05-13T15-11-24-970Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,Schwieriger als Gedacht bei vielen hatte ich wirklich keine Ahnung gutes Quiz ,data/H/175.5-5.wav,x,m,FALSE,2739,FALSE
697ec336-fe2e-419f-8200-408a6bc1c7b2,2026-05-13T15-11-24-970Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,Schwieriger als Gedacht bei vielen hatte ich wirklich keine Ahnung gutes Quiz ,data/H/122.6-4.wav,m,m,TRUE,7931,FALSE
697ec336-fe2e-419f-8200-408a6bc1c7b2,2026-05-13T15-11-24-970Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,Schwieriger als Gedacht bei vielen hatte ich wirklich keine Ahnung gutes Quiz ,data/A/output16-1.wav,m,x,FALSE,7619,FALSE
697ec336-fe2e-419f-8200-408a6bc1c7b2,2026-05-13T15-11-24-970Z,20,erfahren,ja,nein,ja,unsicher,unsicher,sehr schwer,Schwieriger als Gedacht bei vielen hatte ich wirklich keine Ahnung gutes Quiz ,data/A/output21-1.wav,m,x,FALSE,6208,FALSE
